67,34HJ2396,27861,2015,3,473
68,34TOS6270,116013,1989,4,251
69,34G7879,298793,1999,4,334
70,34YBH7895,296136,1990,3,389
71,34R7211,215568,2007,3,266
72,34YJK8517,141560,2012,5,223
73,34JKH5424,44619,1999,4,19
74,34TA3598,182818,1990,2,265
75,34RKK3394,190632,2012,5,25
76,34G3069,279191,2017,0,413
77,34BJY746,177912,1999,5,340
78,34YIP1411,120802,1993,3,45
79,34B9759,181401,1990,1,289
80,34YZS3634,134558,2014,4,350
81,34NAE8650,212191,2015,1,43
82,34UAS4328,159880,1996,4,287
83,34O9782,132445,1989,5,331
84,34IE4067,156569,2011,5,261
85,34DIN1421,286600,2013,5,343
86,34RK2305,255631,2001,3,401
87,34AIS3048,145494,1989,4,332
88,34KDG3218,103707,1989,2,104
89,34K7516,184643,1989,2,296
90,34KB4966,99235,1990,4,409
91,34BC9013,20531,1996,0,328
92,34BF9652,219846,1998,0,469
93,34VVP451,281193,2015,4,92
94,34ZD8121,73217,1992,2,281
95,34PCN3103,270353,2009,4,377
96,34CJ2452,185901,2016,0,136
97,34N3430,148026,2007,1,429
98,34RUO5999,72436,2004,0,300
99,34BC9093,21070,2010,2,110
100,34ZZ5047,81056,2009,5,93
101,34OFM6994,290343,1996,0,45
102,34JGY6879,117812,1997,1,379
103,34BK8877,178953,1994,4,158
104,34GAD9113,72850,1994,0,435
105,34BC580,214921,1990,1,169
106,34T2757,27407,2015,1,22
107,34BC3450,44166,1998,1,129
108,34UI543,210646,1988,3,151
109,34O1501,91720,1994,3,15
110,34GPY5085,253324,2014,5,375
111,34KFA3491,46743,1991,5,177
112,34VZ1114,209738,2012,4,374
113,34RPK4459,54094,1990,0,93
114,34HDJ8328,141594,2001,0,330
115,34VZ7935,36270,2012,2,303
116,34EM9685,30711,2013,0,228
117,34RGM2759,277452,1992,2,333
118,34DJ5809,20587,2004,1,400
119,34HEO7417,298947,2015,0,303
120,34ZH5754,159555,1988,0,276
121,34MIG4117,34418,2017,3,183
122,34LY6017,273013,1997,1,245
123,34O3309,94173,2002,1,114
124,34TE4027,120391,1998,2,250
125,34PD8552,272101,2006,2,280
126,34LIY1481,64013,1997,5,338
127,34TZ6715,297836,2010,4,377
128,34AJN4785,108767,2017,3,387
129,34BPI5885,101329,2013,4,268
130,34ALB8404,147279,2013,5,87
131,34LH6907,204057,2008,2,308
132,34E957,100681,2005,5,274
133,34N8274,47927,2002,1,159
134,34L4495,296831,2004,1,1
135,34S2062,102494,2013,3,40
136,34E5446,229964,2009,2,447
137,34RUK6535,181114,2006,3,497
138,34AEA2262,159815,2017,1,442
139,34E6610,182587,2002,4,292
140,34RI5444,45221,2005,0,88
141,34ON6736,50872,2001,1,371
142,34CNU7235,98901,1989,2,472
143,34RKE54,49515,1993,2,25
144,34Y3074,125101,2000,0,303
145,34EVI554,20537,1998,2,266
146,34K7740,209527,1996,0,315
147,34EJO9863,202615,2008,1,128
148,34ZM635,206094,2017,2,85
149,34TV1575,257242,2017,3,481
150,34M1294,80168,2010,0,465
151,34B6878,30253,2009,3,391
152,34K4734,149309,1989,5,142
153,34B5597,112101,1999,1,302
154,34ND6138,125849,1997,0,459
155,34UZV8557,241239,2004,3,362
156,34K213,222072,2004,0,129
157,34CUY8109,73897,2012,0,148
158,34DNY6630,257619,2013,0,114
159,34P845,38373,1988,4,219
160,34A9693,85768,2002,4,411
161,34YF321,220651,1992,1,30
162,34JH5759,161565,2016,0,388
163,34KO6644,180681,2015,4,257
164,34CL9486,142795,1994,3,89
165,34B2020,85569,2009,0,68
166,34FC702,174869,2009,3,123
167,34NDZ5088,30606,2008,0,440
168,34ILZ3300,76588,2006,3,151
169,34ZNK6273,184544,1988,1,240
170,34J1074,122218,1996,4,235
171,34V8831,156807,2006,1,275
172,34TY2708,255191,2005,2,361
173,34RB8363,103710,2016,5,444
174,34OG218,231285,2004,0,471
175,34KP4842,67362,2015,4,104
176,34AV2258,36826,1988,3,296
177,34N463,135263,1998,4,422
178,34TDB6977,44211,2001,3,290
179,34ZN6816,126057,2009,0,391
180,34F7788,295861,1988,4,310
181,34S3447,75582,2006,0,453
182,34UOL5049,144678,1997,3,101
183,34PH8214,53560,1998,3,19
184,34BL9681,206890,2013,4,332
185,34L2320,46242,2007,4,251
186,34DVR9918,193833,1998,3,171
187,34D844,280687,1992,4,280
188,34FH8208,280673,1988,5,268
189,34CDV9807,196085,2009,2,412
190,34P3629,280184,2011,0,68
191,34OC2408,204635,2001,0,276
192,34V268,87524,2014,4,169
193,34SG310,284366,2004,1,493
194,34IZ4863,226698,2008,1,356
195,34RY6678,174139,2007,2,176
196,34UAH8003,144139,2010,3,38
197,34MYN1592,59352,2015,4,174
198,34NMO8363,184654,2004,4,351
199,34GI2711,266062,2016,2,476
200,34I8536,65421,1999,0,27
201,34ARE2736,211212,2016,2,325
202,34GB7504,144940,1990,5,390
203,34G6477,111090,2003,3,4
204,34ZGJ5420,252603,2005,5,254
205,34MY4854,62527,1998,0,195
206,34F7235,144500,1998,2,500
207,34PPE8860,152440,1998,3,295
208,34MYC4279,144098,2007,2,363
209,34V9320,268647,1990,3,146
210,34JJ6983,221119,2003,3,57
211,34JLS1417,239955,2001,2,122
212,34DU539,259358,2017,2,285
213,34TY9302,289081,1995,4,203
214,34IIJ2117,63350,2011,5,409
215,34BP1053,102926,2004,0,237
216,34NN6450,135325,1988,1,102
217,34K7557,281291,2002,5,417
218,34GGO886,207688,2002,5,119
219,34P9708,176705,2014,5,284
220,34ZD6062,163368,2005,0,112
221,34A7369,180672,1994,5,401
222,34DL5314,257829,1999,5,272
223,34PMI6438,65990,2017,0,500
224,34IPY8673,243082,1989,0,124
225,34YG985,94539,1998,4,58
226,34FI9916,209847,1988,1,230
227,34AGC656,28114,2013,1,307
228,34KE2851,286598,2008,5,378
229,34ELJ5578,124041,2012,0,45
230,34REY9530,279870,2007,5,397
231,34YCL7574,299018,2010,1,224
232,34O7821,175640,2016,5,427
233,34Z7986,222760,2010,3,352
234,34E5055,130674,1991,2,448
235,34L104,245356,2006,4,264
236,34SZV6485,87751,1992,0,74
237,34JY4605,118421,2006,4,2
238,34D274,123976,2006,1,87
239,34TYP2072,190225,2000,2,385
240,34KLP1905,89396,2003,2,428
241,34VTS126,205010,2000,5,383
242,34JDT1134,291132,1994,5,486
243,34ZLT2203,139560,1993,4,305
244,34F9338,210969,1997,5,40
245,34SEB6291,57113,2003,0,239
246,34C5624,254519,1989,0,211
247,34EP7278,189376,1991,1,374
248,34PIC9854,139420,2000,5,210
249,34AL5897,250600,1988,3,268
250,34VJD3109,226375,1995,3,443
251,34ND1936,202946,1994,1,143
252,34S6831,230818,1993,1,247
253,34GF9760,53922,1991,1,24
254,34MT4730,121732,2017,2,44
255,34ERY6535,27854,1997,0,55
256,34NU5790,225931,1990,2,132
257,34D2072,187553,1994,2,412
258,34YNM1840,230989,1995,5,219
259,34NT9822,233639,2004,1,107
260,34ROT2963,178359,1998,5,285
261,34RO1855,172779,2015,5,78
262,34R7182,199830,2013,0,347
263,34INL3216,168097,2001,4,263
264,34VKR9314,173452,1993,1,342
265,34LB557,268880,2007,4,106
266,34HJY2649,298020,1998,5,470
267,34LC3000,96775,1998,2,362
268,34G6679,299932,2009,5,360
269,34VUI101,46226,1996,0,192
270,34G2535,188208,2013,5,497
271,34PH5365,246852,1999,2,402
272,34AP5809,193656,1996,3,199
273,34G7797,111542,2008,0,378
274,34CP8649,43801,1991,1,272
275,34NFU812,149998,1997,4,493
276,34Z2592,206007,2014,2,180
277,34JNU6057,134986,2002,5,174
278,34HHB6863,151880,1990,5,436
279,34RZ2905,218672,1997,1,106
280,34J7653,154643,2007,3,156
281,34AY9478,298453,1995,3,173
282,34KJB2382,116760,1990,2,291
283,34DJF4815,96251,1990,0,133
284,34C423,86041,1994,0,390
285,34CFC4417,211723,1994,1,460
286,34UN7344,81264,1999,3,218
287,34OB6850,187427,1998,1,87
288,34A4657,199410,2013,5,186
289,34BNM285,30472,1994,4,311
290,34LU2823,68566,2014,5,105
291,34D5060,284687,2012,4,228
292,34LER4340,217279,2001,0,371
293,34V8453,107263,2012,2,186
294,34ZD5458,257929,1992,4,86
295,34PMJ7234,220992,1988,3,159
296,34L3926,134280,2006,0,410
297,34KOS5102,116464,1998,1,66
298,34ZK694,39583,1992,2,184
299,34L8504,232294,1992,5,447
300,34RN8093,231773,2009,4,427
301,34V954,257031,1990,5,173
302,34AR61,153809,1989,0,423
303,34IZ2433,216880,2007,3,481
304,34U3065,148498,2007,2,457
305,34Z3097,280108,2012,5,178
306,34B3825,21305,2017,3,133
307,34HI7937,45786,2017,3,438
308,34K7005,80797,1992,1,8
309,34CGG2985,221942,1999,3,102
310,34CUC6639,271247,1992,5,20
311,34LDF215,114575,2005,5,388
312,34U7935,208093,1988,4,236
313,34PMZ8368,160463,2003,5,104
314,34JA1725,102410,1991,1,187
315,34IRT6512,241437,1996,1,281
316,34FMM6601,205638,1994,2,24
317,34U3676,92406,2009,5,490
318,34VKU4283,154357,2006,1,137
319,34U6693,290106,1994,5,121
320,34KFU1965,164690,1988,1,80
321,34OG4811,107267,2010,0,491
322,34K9246,260737,1993,0,323
323,34AM6698,273576,1989,4,119
324,34IK1953,296812,2005,0,404
325,34CZ8746,125120,2010,1,215
326,34UHO6689,219161,2008,2,151
327,34BB9434,144213,2009,0,368
328,34KVH4164,31582,2004,4,376
329,34YRN3195,113061,2016,4,483
330,34PJ3891,45919,2003,1,225
331,34IY4268,286441,1999,0,293
332,34TIT683,57770,1995,3,452
333,34IDY1049,222510,1998,0,204
334,34K7656,22069,2002,0,256
335,34AY7368,264767,2015,5,268
336,34I1994,237256,2001,4,439
337,34L6095,192312,1991,3,493
338,34GLA3388,53943,2016,5,351
339,34K3263,241647,2000,2,500
340,34B6727,293703,2005,4,394
341,34GJU2618,120249,1993,5,38
342,34JCV627,256180,2002,1,413
343,34I9746,211642,2001,1,350
344,34E9915,98476,2009,0,474
345,34EIA1374,96647,2000,3,214
346,34HNU9150,107305,2012,0,318
347,34DJY4025,173181,2000,1,200
348,34I5222,187989,2012,0,411
349,34EBO4875,120337,2012,4,264
350,34EA5416,200993,1999,4,80
351,34HAJ9418,294963,2013,3,175
352,34IB7984,269992,1995,2,397
353,34RH3867,220600,2000,4,349
354,34TK6047,272065,1996,1,485
355,34GL7222,108168,2014,2,155
356,34VUF9791,155458,2011,5,143
357,34ZEC2985,151357,1996,5,472
358,34LNP5252,71611,2002,5,146
359,34R3295,167778,2007,1,454
360,34KGR3470,186722,2008,2,112
361,34GG4921,276337,2006,5,78
362,34SU5410,287984,2017,1,32
363,34MDE2278,111593,1989,2,317
364,34ODB6987,72739,2012,2,268
365,34V2535,189264,1988,2,1
366,34ZD750,149832,2000,4,68
367,34T6820,39210,2014,1,9
368,34KJF262,75537,1989,1,206
369,34C4892,170932,2001,4,39
370,34KD2739,21218,2014,5,461
371,34Y3784,288534,1988,0,445
372,34PM2493,78221,1988,2,170
373,34V5969,100009,1990,1,232
374,34UA1264,256297,2015,4,498
375,34BEU7085,65916,1988,1,6
376,34JI1568,112774,1999,3,81
377,34R6483,142322,2015,0,125
378,34M8392,299832,1994,2,272
379,34VRS6496,58406,2016,5,363
380,34KEM6736,87645,1988,2,175
381,34RL4713,86532,2014,5,499
382,34N7046,51198,2016,3,468
383,34OP9704,230963,1993,3,470
384,34DN6231,106896,2012,3,248
385,34YU4571,156020,1998,5,331
386,34B4452,85582,2015,5,313
387,34FP1299,111812,1997,1,206
388,34I5652,164155,2000,2,283
389,34DT6684,232537,2013,0,375
390,34D8106,233515,2014,3,356
391,34ZV7874,184291,1991,3,115
392,34BCU6917,53467,1993,5,216
393,34KK5187,118849,1998,0,125
394,34K2341,132667,1993,3,194
395,34CJP1439,66793,1995,3,464
396,34MSR1760,76534,1990,5,365
397,34TH596,152015,1999,2,243
398,34FLN6454,86367,2012,2,141
399,34F4928,223181,2000,4,96
400,34VHK5632,296087,1991,0,481
401,34CBA372,252342,1995,2,167
402,34JI4683,125690,2000,2,119
403,34LD6074,286335,2010,1,178
404,34ODY2841,114033,1990,4,297
405,34SS717,104286,1995,0,76
406,34H1984,227233,2007,0,233
407,34Z4192,215735,2007,3,191
408,34OH4889,126922,2016,4,229
409,34JGK1294,249426,2016,3,257
410,34PRT5287,225937,2014,0,445
411,34T3327,254881,2013,2,216
412,34IUP7431,182237,1988,3,421
413,34EGL8115,164203,2012,3,78
414,34U3898,153728,1995,1,324
415,34NJP3338,234248,2008,2,118
416,34DMD9057,200295,2012,2,40
417,34P3396,265647,2007,4,85
418,34GG4718,293864,2005,5,106
419,34B997,281603,2016,0,200
420,34TGI3348,111005,2001,5,42
421,34J6822,66810,1992,4,317
422,34PZC1643,217007,1992,3,495
423,34HO8683,23753,1999,4,100
424,34S487,244684,2007,5,55
425,34NK8835,266098,1990,3,205
426,34PI1224,24868,2016,5,237
427,34VK4689,202022,1998,1,183
428,34HO5567,201197,2012,3,290
429,34Z3604,269613,2012,5,420
430,34RL2323,117457,2008,1,115
431,34E9490,37920,2015,1,322
432,34P4866,108593,2009,2,260
433,34C4759,47127,2003,2,106
434,34FO4911,170698,2015,1,471
435,34ZJ1285,51086,1992,2,309
436,34IR6337,73220,1991,0,382
437,34V7028,66713,2005,3,146
438,34A6315,282000,1992,0,236
439,34JY2816,66867,1994,1,110
440,34MR8590,24693,2007,0,196
441,34JR3365,48233,2001,4,440
442,34ICK6123,60952,1995,0,346
443,34J7958,58931,2016,5,62
444,34NS1796,116529,2012,3,290
445,34S1631,96397,2001,2,78
446,34IFB9071,52804,2002,3,239
447,34T346,213246,2006,1,188
448,34N223,283424,2001,2,213
449,34BGR9118,210105,1988,3,396
450,34CS2895,168296,1992,5,417
451,34C1503,27125,1988,5,418
452,34LVJ6059,279155,2013,1,204
453,34SI9574,221622,2015,2,303
454,34BL9338,183824,1995,4,249
455,34EHB651,115777,1992,3,404
456,34I474,192714,1996,1,300
457,34TH5383,294872,2005,1,291
458,34RZ3422,162222,2006,2,264
459,34C4671,110575,2008,1,401
460,34Y7080,49383,1999,1,232
461,34TPZ5195,229129,1995,3,93
462,34AL6440,182262,1993,1,379
463,34KOY1942,173065,2003,5,286
464,34JI184,96205,2011,5,38
465,34V2181,117433,1991,4,112
466,34R1150,236402,1992,1,252
467,34HKY1889,31987,2004,4,179
468,34TIG6248,264530,2002,0,433
469,34A9106,259490,2001,2,356
470,34Y2835,286145,2016,4,237
471,34Y2949,148954,2007,3,12
472,34EED3156,236804,2007,4,434
473,34GS3740,27562,2008,1,457
474,34FF3296,108430,2004,4,399
475,34N4371,123474,2017,0,280
476,34N8027,197858,2016,4,381
477,34OHC6050,143442,2004,5,206
478,34T565,290684,2009,3,364
479,34TBG2190,111749,1989,3,455
480,34EZ2631,143798,2001,3,116
481,34P7225,214717,1990,3,478
482,34SY1342,287092,1990,3,301
483,34JEE4335,101651,2008,4,353
484,34FHY5831,268668,2016,3,263
485,34AA3032,108336,2016,1,448
486,34RG5944,209895,2014,2,47
487,34NPJ7377,94051,2009,3,247
488,34MV8712,183371,2005,4,271
489,34OB2335,236651,1991,5,216
490,34R1526,174930,1990,4,458
491,34LH2680,202287,2014,0,206
492,34E4550,210098,2006,0,233
493,34OFE632,254384,1995,1,496
494,34LDA5766,283122,1991,4,226
495,34MPD1677,245274,2017,4,498
496,34KLN7379,67435,2010,5,90
497,34D8417,105700,1993,2,429
498,34P6930,157208,1989,3,162
499,34LKV1804,235711,2014,5,154
500,34NO2475,111330,2005,5,222
501,34H4155,121707,2009,3,166
502,34UO5924,23564,1997,0,264
503,34BUZ8537,33017,2005,0,356
504,34O7834,269181,1998,0,93
505,34AUL6809,70458,1991,4,430
506,34AVE7530,38432,2001,2,399
507,34G9746,240604,1989,0,113
508,34C8331,28886,2013,2,232
509,34I7197,213860,2006,0,325
510,34Z733,102993,2010,3,141
511,34DPU4678,86299,2006,5,476
512,34H1786,62270,2004,2,66
513,34LG6539,73419,2010,5,97
514,34A1757,65415,1990,4,422
515,34Z5600,75065,2015,5,60
516,34FNN1187,249186,2012,1,210
517,34V2531,291367,1993,1,40
518,34M2302,148153,2013,1,118
519,34HJS5093,279610,1989,3,94
520,34IIT3543,292374,1999,5,500
521,34P934,145970,2010,4,196
522,34VJ5909,161860,2016,0,62
523,34MI1051,50408,2015,1,146
524,34HN2233,199094,1997,1,357
525,34KZ3003,75797,2000,4,352
526,34E906,242502,2004,0,202
527,34FJH2306,88040,2007,2,116
528,34BC8530,226866,2004,5,285
529,34LD3238,27215,2002,3,61
530,34VUL250,130176,1999,1,98
531,34KTB9502,85252,2002,3,321
532,34L7414,40473,1999,5,194
533,34U2710,48300,1998,0,142
534,34D4914,98285,2004,0,115
535,34S837,209934,1994,1,480
536,34NN8489,99155,2006,1,459
537,34HL9850,56818,2000,0,21
538,34CZI7462,181353,2003,5,195
539,34ILD8747,285521,1996,0,284
540,34GTJ743,135342,1996,0,403
541,34UNV5216,160725,1990,4,306
542,34UH1442,161007,1990,4,207
543,34BFZ3288,249105,1996,2,299
544,34H9828,176650,1995,1,158
545,34JPH6350,32406,2001,4,245
546,34P3325,76242,2012,4,215
547,34D707,208608,2005,4,282
548,34VFP7840,270299,2011,3,12
549,34FF6128,258051,1998,0,500
550,34AM8049,284350,2006,0,98
551,34RM8790,256720,1999,1,99
552,34SVS1207,59929,2006,2,132
553,34G828,116818,2017,3,173
554,34VS8255,24640,2017,0,464
555,34B9862,252811,2003,4,211
556,34JG960,176339,1992,0,499
557,34AF1194,111964,2007,4,280
558,34S4319,53328,2014,3,375
559,34HV6630,264709,2012,5,247
560,34ZB4856,95364,2002,0,157
561,34OTM7046,289429,2007,4,34
562,34T621,216241,2001,4,63
563,34NZY9302,246654,2005,5,476
564,34OZM4576,231865,1997,1,473
565,34IYD1134,149517,2017,2,400
566,34I9662,82359,2008,5,394
567,34GCH4330,246090,2004,1,71
568,34VPA2812,66439,2004,1,283
569,34TGK6395,251701,2001,4,296
570,34MC1158,69912,2016,2,393
571,34J3836,155117,2016,1,277
572,34IUL6150,198338,1995,5,418
573,34NH7674,223020,1998,4,134
574,34A329,215261,1992,3,116
575,34IAV6837,108542,1999,4,32
576,34CTH1615,227501,2010,2,97
577,34K4643,154142,1988,4,106
578,34C3219,112655,2008,1,106
579,34Y2559,172506,2012,3,160
580,34MSK9725,88854,2002,4,310
581,34J929,73957,2011,5,362
582,34E2286,217916,2002,2,238
583,34G241,287281,2015,0,296
584,34G7718,28107,1992,0,155
585,34Y5734,208920,1993,3,481
586,34B1628,92651,1993,5,225
587,34YJO8328,109318,1989,5,429
588,34SI7287,139237,2010,3,401
589,34ENR6596,139433,1994,1,255
590,34NCY7274,254737,2014,2,14
591,34DJ1136,120948,1989,4,482
592,34FI9427,204835,2005,5,466
593,34JP4020,252010,1992,1,44
594,34HIS2254,74035,1992,3,301
595,34K5764,225331,2009,2,344
596,34HE6956,284901,2010,5,40
597,34KT5642,167685,2016,2,386
598,34KML4698,242129,2011,2,453
599,34FNM2798,183227,2011,5,168
600,34V5912,210665,2016,3,271
601,34U603,282096,2005,2,199
602,34KA6317,280921,2002,1,475
603,34BMN5949,162491,1997,3,361
604,34VY4057,34286,1998,1,407
605,34HR6373,281820,2008,3,351
606,34Y5433,285815,2017,2,22
607,34C3369,233120,2004,3,212
608,34APZ6022,53169,1995,5,24
609,34L2720,245459,2010,4,473
610,34H1718,79299,2010,1,201
611,34D1212,221083,1991,3,479
612,34B4696,40936,1992,2,333
613,34A3842,270955,2010,2,175
614,34LD9193,85521,2005,4,60
615,34B3102,141336,1997,1,330
616,34VZ2561,102231,1997,0,154
617,34BRA9161,209555,2000,2,473
618,34GS2356,258801,1993,1,325
619,34UTK9201,72040,2003,5,20
620,34IP9778,147379,2007,3,294
621,34LV5955,78082,1997,0,347
622,34FRI7327,84016,1993,3,78
623,34S4919,42117,1996,1,24
624,34C4222,187481,1999,3,127
625,34UJ7954,289002,1997,1,352
626,34BLI8024,239286,2003,5,489
627,34GL2424,278982,2014,1,261
628,34GD7644,205869,1989,2,297
629,34DRM1831,38027,2006,0,220
630,34I7097,217833,2000,0,349
631,34VD8891,206551,1994,0,267
632,34ITM5998,97046,1994,4,346
633,34SKK2983,81207,1993,0,241
634,34S2108,108398,1991,2,366
635,34FIJ9461,109679,2017,2,451
636,34R8915,37383,1998,4,414
637,34MU2756,205677,1997,2,358
638,34SCN7782,158998,1999,3,266
639,34A3157,44432,1996,2,336
640,34UFS7911,139970,2009,0,10
641,34R6474,120314,2008,3,365
642,34BR3442,44593,2009,5,130
643,34HM4670,188312,2006,0,105
644,34CN4162,166427,2015,3,436
645,34CEY1627,63802,2015,4,388
646,34DM6328,99299,1990,4,125
647,34GP8300,217993,1998,1,441
648,34T5477,49745,2007,2,83
649,34VP47,148879,1992,1,394
650,34BT5809,140289,1989,3,77
651,34OT2564,186242,2001,0,228
652,34ZNY2797,23303,1988,1,149
653,34U9104,239117,2007,3,318
654,34ONL2333,241877,2012,1,257
655,34K6980,67694,1991,2,421
656,34LJN3441,218156,2004,2,45
657,34TB3631,183348,2001,3,138
658,34PAL9693,62710,2011,5,401
659,34GCC207,131949,1994,5,260
660,34L9301,36777,1995,4,386
661,34FAS339,260970,2010,4,317
662,34FHT7073,25282,2012,3,389
663,34R8845,126834,2007,1,480
664,34GL5287,194925,1997,5,396
665,34LAZ9470,249495,1999,3,250
666,34EHA850,67904,1995,0,385
667,34D1270,218716,1988,0,69
668,34RCZ3963,45657,1998,1,436
669,34D6799,136136,2014,4,421
670,34OD580,79714,2010,0,136
671,34E7803,33186,2000,0,401
672,34D5317,231762,1991,3,282
673,34HOT6650,125659,2009,0,180
674,34R6924,100873,1998,3,369
675,34B4486,50406,2016,2,14
676,34RDU2079,197873,2007,1,136
677,34O7661,254951,1988,5,96
678,34EP5913,98539,2010,1,74
679,34SH6941,169625,2014,0,386
680,34C7291,278666,2002,4,33
681,34F6681,277468,2010,3,41
682,34Y7321,98568,1992,4,136
683,34T6716,184547,2007,5,469
684,34BZU4755,177788,2000,1,273
685,34OU482,206607,2010,0,363
686,34B2907,147855,2006,4,404
687,34CIV9799,70289,2006,5,100
688,34R1305,24427,1992,1,165
689,34BTG5900,266645,2007,1,337
690,34N7124,273396,2005,4,41
691,34B1844,83158,2003,5,242
692,34FNU5507,121087,1994,5,98
693,34IDO9516,53292,2008,2,498
694,34OH6363,297311,2000,0,117
695,34KI7218,45938,2011,2,455
696,34VV2723,37474,1995,3,294
697,34O8856,165703,2000,3,400
698,34VN4624,229138,2008,2,224
699,34GDS8657,269800,1993,4,133
700,34S2657,39599,2010,0,190
