379,1972,5,2,59
380,2004,3,5,240
381,1975,1,1,399
382,1990,1,5,419
383,1997,2,4,4
384,1987,1,5,315
385,1999,1,4,272
386,1999,3,1,244
387,1981,3,2,457
388,2010,1,2,375
389,1987,3,2,492
390,2013,2,2,296
391,1974,1,5,133
392,1988,5,5,46
393,1972,2,2,85
394,1976,1,1,261
395,1981,0,5,235
396,1990,0,2,169
397,1969,4,4,16
398,1998,4,3,463
399,2000,5,4,235
400,2005,1,2,54
