34AFM6109	268792	1993	0	213
34AZV7164	249661	1999	0	468
34P6237	83864	2006	4	70
34MYD5258	163490	2014	3	205
34T2537	96059	1996	3	434
34ZR3559	51830	2003	5	488
34O9149	60995	2016	1	475
34GTS519	253199	2012	2	468
34B5172	114706	2005	0	481
34T7541	279060	2010	2	72
34DI9254	26809	1995	1	70
34D1320	59452	1993	0	349
34JZT1833	131709	2015	1	350
34IHD432	44655	2010	2	365
34OI8649	282710	2013	3	158
34H4742	271424	2002	3	437
34DNS7468	162987	2004	0	113
34V3522	171321	2015	5	357
34FL9000	241504	1989	0	480
34F6477	123323	1989	0	444
34HPN760	29214	1998	2	125
34V263	53883	2000	4	464
34H9262	271666	2008	1	489
34KIS61	237197	2017	2	468
34V3832	122158	1996	0	157
34ELY510	226785	1995	4	407
34NY3580	269158	2009	0	485
34RCB9836	102941	2007	4	419
34AG9767	108896	1988	1	280
34I5015	288306	2016	2	63
34C5807	183607	1996	5	140
34G6895	43593	1993	1	399
34IF5589	89085	1999	1	77
34NIP5296	92338	2016	0	459
34PZ2035	43590	1992	2	302
34RPR1052	59783	2005	2	395
34JO3909	99003	2007	0	196
34V9978	214669	2009	2	181
34CPM6414	239929	2001	4	250
34Y4961	164740	2007	1	84
34DJ466	275126	1995	1	192
34R8802	33477	2014	0	13
34VDT5593	215269	2014	2	29
34UY1296	92540	1996	1	209
34PTN1226	172761	1999	0	296
34CLN5934	121171	1989	1	471
34G1381	214344	1994	4	67
34SO6992	197959	1994	1	38
34NUM432	277564	2000	2	352
34N8712	189943	2002	3	445
34GNP1733	266163	2007	3	263
34HI7358	215226	1997	1	237
34HA1116	148492	2007	0	458
34ILM8152	263043	2014	4	148
34DSJ806	230843	2005	4	416
34U3166	149184	1997	2	394
34LT5491	219210	1989	2	9
34KJ7761	86031	2017	2	253
34UFL4226	52143	2006	3	352
34RU8557	191412	2012	3	61
34KEB9104	189636	1992	3	35
34AZ6728	183580	2015	2	327
34SY4129	266036	1997	3	76
34B3350	272984	1990	1	325
34VBT3216	291940	2013	3	290
34L227	285099	1990	2	298
34O6978	249206	2006	1	458
34KP3010	240338	2012	5	465
34NM9685	295167	2005	2	383
34YUC5924	210092	2011	4	308
34HH110	258330	2014	3	50
34ZPF8537	258254	2013	1	273
34O2899	61221	2003	2	416
34RJL8237	85695	1999	4	254
34GGF7914	253431	2015	3	314
34ETP1319	166493	2009	3	497
34A8312	102964	2003	4	56
34ZUR8355	291659	2011	2	53
34B6413	249268	2006	3	160
34P4551	77174	1996	3	152
34HHG2956	288938	2005	0	211
34E9168	252908	1995	1	217
34JUZ2268	196036	1992	0	84
34Z5073	278597	2004	3	26
34VJ3513	223694	2012	4	239
34NIB747	222394	1994	0	159
34E9527	211872	1999	3	153
34NNL9086	245777	1989	5	409
34KCG6118	126126	2007	1	247
34PMJ6531	296326	2014	3	308
34F9070	258096	2001	2	176
34AG2935	34523	1997	1	81
34TY7886	69510	1999	0	334
34HZ4508	73827	2015	4	281
34D6717	84742	1989	5	481
34RP5341	30833	1999	2	44
34MZJ5862	210665	2008	0	314
34V3718	26475	2002	4	79
34M838	41428	2012	3	354
34U5062	145384	2007	3	389
34NKB1572	25252	1990	5	75
34OM9090	248567	2010	1	167
34PT1927	48331	2010	0	110
34T7807	47270	1995	2	345
34SKG1220	265865	2014	4	195
34I501	76947	2010	0	466
34UV9595	247680	1997	0	240
34DC7709	174353	2002	4	208
34FUF5664	231655	2000	0	14
34FUR6352	155220	1996	3	57
34S5508	265962	1991	0	173
34C7095	213383	2003	3	306
34C4478	183626	1990	1	169
34EDC3862	70545	2002	0	319
34DF5279	288990	2008	3	374
34FZL5419	147142	2005	2	273
34ZK9341	192123	2001	1	423
34LM8050	285150	2009	4	271
34JDO7500	214155	2000	4	485
34S5780	207410	1988	3	174
34O7370	173424	1994	3	246
34NSL149	289385	2001	2	448
34L6690	283348	1993	0	387
34YG6004	97037	2017	1	43
34HA4267	122015	2011	0	184
34UVG2288	60312	2015	0	261
34HVG1217	55920	1997	1	252
34MNM7483	202212	1996	2	154
34NNY8099	216211	2009	1	449
34H2580	234309	1998	2	127
34BBO7521	29124	2014	0	429
34A7313	232080	1994	5	93
34Z5186	80603	2015	2	239
34IT6997	139029	2009	0	213
34CCO3910	231344	2010	1	171
34Z4087	151558	2013	1	61
34H6882	61927	2004	4	279
34OU5060	142904	2009	0	259
34YMK677	54748	2015	1	337
34L6086	154418	1990	3	20
34RN1135	278088	2012	1	243
34ES7113	44108	2009	0	434
34R4761	295287	1996	4	399
34HM4137	96055	1991	2	296
34FG9536	227519	2002	1	403
34H4284	247007	1992	3	409
34JM9000	39601	2003	4	200
34T8161	112387	2015	0	123
34RR5652	152995	2014	5	380
34FLR8132	168979	2014	1	418
34L6771	27190	2010	2	99
34YY6593	252290	1992	0	72
34EUD1342	27054	1988	5	444
34M1060	73935	2000	1	381
34GE1609	188861	1991	4	300
34I2493	73200	2013	1	432
34LYB7145	223256	2015	2	359
34CMD4361	52461	2017	5	191
34IJZ3931	157584	2003	3	319
34DL7998	262211	2000	0	7
34M2937	131630	1996	2	37
34PEL6709	150875	2001	4	194
34ODT5858	21618	1989	3	95
34TDU2648	193724	2003	2	90
34DGV8684	83286	1994	4	226
34MM6	97737	1993	0	440
34HC5858	54630	1989	5	329
34TD7461	71051	1997	3	32
34K2520	287547	1991	0	231
34Z619	249662	2012	3	339
34CNN5054	262870	2012	3	151
34F2997	170790	1988	4	246
34OYJ4669	153969	2016	2	339
34S9868	58091	2008	3	127
34C9015	221417	2009	5	350
34J7295	134254	2012	1	287
34DVI3908	92243	1996	5	222
34VP1009	225658	2004	1	225
34ZPI5379	289859	2002	5	231
34OTM8887	137037	1991	2	138
34FH9093	98936	2001	5	228
34KKZ7027	30857	1994	1	217
34BD1832	192684	1992	5	360
34G4667	47699	2017	2	262
34GF8349	120754	2001	0	67
34VS4514	253820	2014	5	351
34GU55	40411	2012	1	203
34J4291	234118	1999	4	241
34TPA8674	244725	1990	1	417
34D1904	259518	2004	5	296
34ELF8097	163360	2016	5	30
34EBR7535	98534	2013	4	387
34UND1910	139461	1995	0	308
34LD2890	161079	1989	0	242
34DE9846	130837	1993	4	284
34Y9881	120546	2011	2	98
34CR163	146214	1995	4	225
34TE5214	182068	1992	3	196
34CY4407	206964	1988	2	25
34L2219	158536	1990	5	131
34DC5183	229974	1995	0	81
34VJL5074	193544	2002	3	406
34ZYR9861	265787	1994	3	119
34SI5320	161935	2014	5	159
34FZU1007	281069	2012	5	357
34LEZ7295	222606	1994	2	449
34EA6050	58866	1990	3	495
34SOP5214	229435	2009	3	138
34PF2210	247737	2014	2	498
34GBO7055	49147	2013	4	386
34G7602	264816	2017	2	24
34TZM2122	251955	1997	4	352
34DZ5484	172234	1988	0	230
34LB6369	121060	2015	3	58
34TZM9187	132229	2002	4	238
34OS3430	85091	2011	2	286
34RL3526	188227	2005	0	81
34UR9766	163020	2014	2	422
34UF8558	147078	2015	4	497
34LLK572	82365	2003	4	236
34PUL3961	231580	1988	5	365
34JM2835	26121	1993	1	109
34F8412	72588	2015	4	379
34D171	197705	2008	0	344
34O9730	20824	2004	1	474
34ZDU745	106034	2012	2	363
34KPH8529	173961	1988	5	268
34LZ4072	250636	2010	5	440
34C6001	228489	2013	0	65
34NRS2482	218969	2012	2	226
34D6012	195007	1999	3	88
34O5804	30021	1995	5	419
34YET2968	121891	2009	5	279
34IDP3665	204681	1993	2	200
34D3164	220203	2002	1	254
34CC8938	127834	2016	0	32
34UB2956	268137	2006	4	316
34HL1030	288695	2004	1	100
34B5940	247976	2001	0	297
34GDI6848	207276	2005	4	458
34H613	142954	1993	0	349
34LFM6817	118790	1990	5	407
34S3191	84758	2010	4	365
34IOU5549	197367	1993	4	135
34YU2946	76366	2003	5	38
34YN4762	135423	2016	3	300
34S5966	207845	2016	2	348
34YA2610	210175	2017	5	438
34TPR7395	297050	1999	3	416
34OVP8300	20039	1991	4	463
34G7721	262405	2007	1	177
34BS3538	82711	2015	1	26
34V3734	178890	1993	0	158
34DY8951	51878	2016	1	310
34F6117	296861	2001	2	119
34I4492	32352	1995	5	186
34MZC2018	36782	1990	4	312
34PZ9504	194237	1991	0	495
34V8296	280158	1989	3	45
34OOI6053	62936	1997	1	61
34GG9165	168601	2009	2	275
34YB6398	257283	2010	0	22
34UHR2713	125780	2003	4	101
34I6607	291218	1988	1	140
34L1669	162072	2002	1	365
34T5585	34672	1998	1	196
34ZFP5197	236246	1989	5	495
34UY6238	273295	2009	3	236
34OD6901	215708	2001	0	368
34E5156	30244	2000	4	28
34B1360	243804	2003	1	329
34KEL1952	269953	2016	5	142
34TV2789	267132	2010	3	282
34KH9957	216513	1992	5	12
34A1425	228237	2015	1	107
34R9198	227942	1999	3	144
34UON9103	77161	2013	3	31
34CT9283	138361	1996	0	253
34V6412	38588	1999	0	158
34CUK119	102483	2011	4	44
34KZ5951	135999	2011	4	9
34U6712	33707	2012	4	357
34AV5642	108535	1992	1	133
34G3429	98513	2013	4	134
34TA8705	207815	2009	0	339
34M8286	216268	1989	5	212
34RS832	66009	1988	4	496
34UGV6271	186957	2002	5	395
34RK2258	31168	2004	0	497
34A4156	131387	2007	4	380
34J7001	153862	2006	0	216
34JP5350	118350	1988	3	183
34THL4129	99678	1991	1	140
34EV679	262403	2011	0	223
34N6895	121403	2013	0	241
34CZ5493	236695	1998	4	120
34H9154	120177	2004	1	273
34G6109	229599	1995	0	97
34LD958	239654	1993	4	49
34TU3813	289745	1997	0	176
34J2358	261106	2008	5	30
34NY1792	162004	1988	4	351
34F1796	118732	1990	5	429
34UCJ1221	236550	2017	4	416
34C3551	52756	2014	4	57
34CUV9504	277399	2008	5	277
34MB9775	223154	2017	3	97
34FEG6726	60145	1994	3	290
34H2839	272174	1995	5	125
34MA5151	257256	2006	3	225
34AU9803	248577	2009	4	38
34HKF4151	79948	2016	4	377
34YLP4002	223078	2005	4	223
34Y3719	53459	2012	0	245
34DZU1910	62171	2012	2	470
34TG9445	46156	1995	5	392
34UL2355	135941	2016	0	265
34LOE5933	64412	1994	2	481
34BE8855	94419	1997	0	200
34UNI5400	101249	1989	3	167
34PY3477	107059	2010	3	349
34SGS2496	47836	2001	3	458
34K5068	247574	2009	3	130
34EG1767	273645	2009	5	280
34YAS1504	248405	2011	5	191
34SAY7734	260030	1988	0	369
34IVD437	233882	2010	5	215
34N7515	54389	2006	5	58
34I6604	247990	2004	4	110
34N2496	89730	2013	4	335
34IMZ6417	113182	2015	3	401
34H6861	190016	2004	2	293
34O9160	283205	2016	3	414
34U3345	117276	1991	5	32
34P9102	47857	1999	1	345
34OT4536	34782	2007	2	223
34O8148	147815	2016	3	377
34MPK2717	194191	1991	1	443
34VHV7282	276238	2006	4	351
34JU5335	86295	2016	5	22
34EY9935	149387	2000	5	315
34DHR3705	270338	2008	2	44
34LEO7751	67391	1999	2	351
34RZP9587	114748	2016	5	183
34T8317	254376	2001	4	178
34LV1920	241606	1997	1	107
34U8158	208914	2010	3	229
34Y7436	219015	2016	1	372
34V2981	105458	2012	0	153
34HO9043	135497	2006	1	467
34Z3055	60432	2010	4	333
34EN1671	59562	2015	4	449
34K5642	171704	2009	2	426
34YDA7472	156955	2005	1	372
34LA2774	247061	2005	1	37
34AOU9252	181905	1998	2	242
34H97	217115	2005	3	334
34FTO8419	289071	1996	3	374
34AOZ1839	288428	2009	3	326
34J445	227266	2000	2	121
34GCY4588	166192	1998	4	409
34ATO9026	154236	2004	0	118
34AUH8822	33308	1997	1	371
34NM7779	96346	2011	5	376
34KZE1660	107617	1995	4	474
34F6815	44402	1991	1	268
34UM8868	162228	2008	1	144
34VHT2407	103315	1989	3	199
34YO2945	290447	2010	1	127
34A615	203055	2012	5	133
34ODZ1967	111693	2016	5	357
34LPO6018	186364	2003	4	155
34N9387	173220	1993	1	113
34F8512	187067	1993	0	43
34PYN3869	206520	1996	3	173
34EIB1800	219032	2015	1	260
34SKH4162	259414	1997	5	283
34NK1780	148282	2003	0	268
34K1849	274562	2016	1	331
34AF586	82274	1995	5	186
34CJP3310	287343	2006	3	98
34PH5893	45234	1991	0	241
34F64	73699	1996	1	114
34F5772	185008	2003	1	69
34V4771	159598	2011	5	282
34MK6606	78336	1995	1	3
34AC6545	69439	1999	1	168
34PG4436	107422	1999	5	442
34P1535	240977	1991	1	191
34HRP6307	38918	1995	3	127
34IAS3198	233849	1994	1	305
34CI6958	137463	2006	0	122
34OH2634	208502	1997	2	249
34IAL8279	249319	2009	5	74
34RP9932	101443	1995	2	102
34NZM5322	239785	2009	0	153
34T1908	135141	2004	3	110
34FE5618	299017	2012	0	462
34LV8974	231063	1991	3	121
34Y9374	104781	2005	1	423
34FMZ7366	67255	2016	4	19
34I5819	113566	2011	0	130
34RI6653	82412	2000	2	280
34VGG7687	36746	2014	5	458
34N3327	249523	2006	4	264
34A1445	136731	1997	2	457
34HT2061	229577	2010	3	475
34SR3283	41034	2013	0	60
34MH2260	144559	2015	0	342
34ZTK1430	267001	2006	2	461
34O2250	149174	2005	4	144
34F6149	181773	1993	2	297
34PFN392	126339	1995	1	417
34OSK4996	224676	2012	0	211
34EH5036	105889	1996	3	236
34RAN8849	44218	2016	4	148
34LOZ4173	163308	1994	2	330
34GSE1775	159087	2000	1	196
34A8369	83719	2016	1	140
34SYN2634	79804	1993	2	364
34KJ8349	282262	1993	1	384
34DZ3904	172242	2000	5	425
34OY8232	181927	1988	1	126
34GSH5620	181182	2007	0	250
34B4338	249476	1990	4	448
34M9685	50168	1998	1	372
34BA3506	218826	2015	5	220
34B6436	74870	1996	4	440
34MFP7113	116905	1992	5	38
34PN5821	135099	2003	3	367
34B2340	70526	1994	4	36
34KJU2786	127621	2015	1	135
34LTK8411	255877	2016	0	371
34VSI6264	76817	1992	0	196
34PYD7576	195159	1993	4	306
34N541	28760	1997	0	430
34OFE5509	38860	2001	3	105
34CNU3087	135683	2007	2	28
34UD8790	286281	2004	1	205
34DOC8829	49742	2006	5	270
34D6256	164988	2000	2	127
34FCV1722	234161	2003	2	452
34CDY4889	266880	2012	5	222
34CK4474	35501	2006	2	425
34KUS9816	182406	2009	5	194
34B6588	95065	1991	3	496
34I3987	53659	2009	3	142
34AOE3260	267869	1991	2	139
34YG3214	81710	2001	5	378
34DO3454	96768	1999	1	72
34RT9161	67720	2004	0	483
34TH9045	88341	1990	2	485
34VTL7520	212661	2001	1	176
34C9332	80238	2000	0	164
34CDP3576	51756	2006	1	466
34B111	29728	2014	1	244
34A9973	224674	2017	0	351
34CP1550	171085	2009	2	331
34ZM1550	62856	1995	5	166
34EZ4508	273453	1989	1	317
34ASB2869	102875	1988	0	15
34FBO1049	204427	2005	4	411
34FI8807	33262	1996	2	318
34SL3359	270396	2017	5	304
34H6036	234823	1993	2	222
34ON9527	68564	1993	2	300
34TJZ3244	72561	1994	1	151
34HFE2798	227157	2011	4	405
34VZF2639	192255	2006	1	45
34G4623	241875	1993	4	371
34SG69	222802	2012	3	338
34BSZ6194	60790	2006	2	117
34YL9688	114872	2001	5	372
34ENG302	165999	2007	3	28
34R4517	102297	2014	2	127
34Z1702	222757	1991	2	352
34F7422	294647	1995	5	11
34NEZ4492	183092	2013	0	444
34TCS3993	107111	1999	1	216
34O8068	191199	2002	0	254
34IIG9585	83957	1994	2	470
34B1986	53456	2007	3	70
34AY3548	234985	1997	5	421
34HY5734	255398	2005	3	85
34F5157	112035	2004	1	253
34Z7727	297981	2012	2	200
34EU9951	261581	2017	0	170
34FHH90	296684	2002	4	481
34R6461	203780	1996	4	168
34LYK1586	99507	2014	4	180
34FS7827	56662	2003	2	224
34A4123	52154	2004	2	76
34C3411	109997	1990	4	276
34NZ93	188638	2007	4	226
34EY3915	30383	1995	2	391
34BVK8301	219527	2013	1	463
34U1049	241262	1988	2	395
34UBT2891	140733	1996	4	48
34RR3296	191670	2009	0	116
34Z1052	205413	1995	4	361
34OBZ9425	59224	2000	0	110
34OYL4131	175883	1996	1	323
34A4685	130421	1993	2	295
34JJC6275	247202	2016	2	33
34HJP39	189139	1989	0	69
34N8781	282155	2004	2	287
34L2731	272944	2000	5	436
34IOK6627	103685	2001	4	148
34K8795	166468	2006	0	135
34E7032	148061	2006	4	427
34GS3848	195330	2007	5	64
34RCE7294	198452	1990	2	352
34YGG8502	223000	1989	2	1
34PE9944	101998	1992	4	439
34Z4007	148531	1993	0	382
34N8833	59748	2004	2	166
34L6206	221737	1992	5	174
34DN2732	291888	2017	3	460
34FS8308	147696	1997	1	425
34RJ5794	271484	1990	0	341
34NB618	296163	2002	2	19
34TYE95	147686	1991	4	291
34CF7504	122150	2002	0	111
34SZT3570	230287	2003	3	203
34AOD3251	37976	2004	0	50
34BHN9838	159664	2008	4	181
34JB8906	30100	2010	3	224
34N3937	176751	1994	5	15
34J7012	47563	2008	2	375
34V4148	197365	1992	3	336
34R4745	184032	2003	4	160
34CG9791	109563	2007	0	239
34JLN5172	273218	1990	4	77
34LD5647	77952	2005	3	322
34PL9781	278074	2009	5	30
34HU4624	43201	2012	5	132
34JZ5841	86964	2005	0	67
34JLM337	260344	2010	4	456
34UC6297	142465	2007	1	282
34GM812	298272	2008	1	246
34YHO4063	163972	1998	3	147
34HMU1094	140856	1992	0	50
34Z8354	138173	1991	1	418
34ZSS6343	252079	2008	0	310
34YRB5096	38308	2004	5	6
34A6925	240510	2016	4	218
34IGF8710	243706	2016	3	168
34K325	111967	2002	5	326
34T8345	167534	1995	4	30
34ZH8436	154105	2005	2	490
34J8614	253227	2016	5	82
34CTN7014	233778	1990	2	371
34GS7866	260898	2005	1	139
34S7953	103198	1989	3	122
34CUR8638	129488	2004	2	19
34J2201	105105	2007	0	117
34BO2595	258174	2000	1	257
34VHL2103	246816	1999	0	471
34SE4922	173075	2008	4	117
34ZAN5058	61466	2014	0	42
34Z2547	72036	2009	2	201
34NK5068	59247	1997	3	471
34OR5046	175615	2010	4	348
34R2585	86930	1999	2	406
34BA6525	262208	2009	0	301
34J2924	190485	2015	4	243
34M8173	241541	2017	1	100
34ZG8220	250523	2013	3	488
34YZ1597	224739	2000	2	124
34Y7331	156397	1993	2	195
34YK5499	44457	1991	1	400
34KPZ9868	133327	1991	4	282
34OT1700	124405	1999	5	183
34SIH9882	209602	2003	5	21
34E6694	267541	1994	2	205
34HBF2227	162054	1995	0	290
34I1285	169116	2005	0	11
34S8095	242990	2001	1	277
34D2669	199892	1998	1	496
34P614	285893	2017	1	351
34S1982	208174	1988	1	326
34U1041	98461	1994	3	240
34IK9613	120309	1994	1	270
34BC1477	185335	1988	3	424
34TS461	22303	2002	1	481
34L5846	177231	2004	4	36
34UI2046	140191	1997	5	85
34RFB9458	263770	1994	0	70
34G9983	232321	2015	1	308
34YG6735	40624	2010	4	164
34CJ6133	67169	1997	5	428
34EN8477	284131	1999	2	50
34NY2415	189936	1993	3	316
34FRE4532	264048	1997	3	291
34L9538	241527	2003	2	194
34JKO9452	273661	2001	4	436
34P2860	222809	1988	1	280
34RG3152	27514	1996	3	356
34ID5457	176132	2012	4	340
34IDC9148	280501	1993	0	227
34CSY7831	188191	2007	1	118
34FI8801	142277	2004	3	289
34HKK5377	275686	2010	4	421
34EB9883	176100	2016	0	4
